Season,TeamA_ID,TeamB_ID,TeamA_Seed,TeamB_Seed,SeedDiff,WinPct_diff,ScoreMargin_diff,PointsScored_diff,PointsAllowed_diff,FGPct_ratio,FG3Pct_ratio,FTPct_ratio,RebMargin_ratio,AssistToTurnover_ratio,Scoring_std_diff,Defense_std_diff,Target
2003,1421,1411,16,16,0,-0.15172413793103445,-9.208,-1.5931034482758548,7.614942528735639,0.9575892857142857,1.1214953271028036,1.2306451612903226,0.9336529091052757,0.8626609442060086,-0.46560354948583615,0.7048482434330481,1
2003,1436,1112,16,1,-15,-0.23768472906403948,-10.309000000000001,-17.42118226600985,-7.112068965517238,0.9631236442516269,0.9715099715099716,0.9386590584878746,0.9035286424884986,0.8466051969823973,1.6158615674048473,1.0248945585265403,0
2003,1272,1113,7,10,3,0.1724137931034483,1.8969999999999994,-1.448275862068968,-3.3448275862068897,0.9163179916317992,1.0974842767295596,0.9761194029850746,1.082,1.0846084608460846,-3.244222900253895,-1.3563801003447757,0
2003,1166,1141,6,11,5,0.08568443051201668,8.806000000000001,-0.10240334378264038,-8.908045977011497,0.9881188118811881,1.020997375328084,0.9046997389033942,1.0058767940464237,1.4707943925233644,-0.8391803219745135,-0.13238071687713138,0
2003,1143,1301,8,9,1,0.12413793103448278,0.32399999999999984,2.0827586206896456,1.7586206896551744,1.0219298245614035,1.0649717514124295,0.890909090909091,1.1213208675669721,1.0929332042594386,-4.938958892140518,-1.0232522542691438,1
2003,1163,1140,5,12,7,-0.041935483870967794,-0.14100000000000001,7.581720430107524,7.722580645161294,1.0127931769722816,1.0052083333333333,0.8950863213811422,1.2090393879285917,1.0122824974411464,4.466854208683138,-1.8722953038185963,1
2003,1181,1161,3,14,11,0.2333333333333334,10.234,7.966666666666669,-2.2666666666666657,0.8954635108481263,0.9807162534435262,1.0114122681883024,1.0758747483001136,1.0260145681581685,-2.825063986867921,0.8004034642427591,1
2003,1153,1211,8,9,1,-0.13479262672811065,-3.0500000000000007,-9.743087557603687,-6.693548387096769,0.8595744680851065,0.9095744680851064,0.9570041608876559,0.9537817381501958,1.0702402957486135,2.0156389353096085,-2.3571668009563638,0
2003,1443,1228,13,4,-9,-0.058064516129032295,-7.356,-2.3365591397849528,5.019354838709681,0.9465020576131687,0.994579945799458,0.9156293222683265,1.0081404946916004,0.6748377793799568,-1.643200865562937,4.599035970626165,0
2003,1429,1242,15,2,-13,-0.03333333333333344,-9.100000000000001,-15.36666666666666,-6.266666666666659,0.9402061855670104,0.9764705882352941,1.0780780780780779,0.8495145631067961,1.0115761353517363,-1.692416621927329,-4.230318528018012,0
2003,1221,1266,14,3,-11,0.04064039408866993,0.4239999999999995,-9.048029556650249,-9.471674876847295,0.9483471074380166,0.9498680738786279,0.9168831168831169,0.9784824766669356,0.9193682460515379,-1.1275382337663284,1.2592795191773956,0
2003,1281,1356,6,11,5,-0.12258064516129041,-1.1429999999999998,-2.7591397849462282,-1.6161290322580584,0.9344608879492601,0.9272727272727272,0.9334277620396602,1.1827927927927928,0.9299539170506912,2.3161442724159134,2.6630003234127173,1
2003,1454,1323,12,5,-7,0.05698924731182797,-1.7360000000000007,-2.99677419354839,-1.2602150537634316,1.0534521158129175,0.9343832020997375,0.9092105263157894,0.9026347430602749,0.8692365835222978,-2.9011896520867833,-2.3858248539126734,0
2003,1354,1328,16,1,-15,-0.13333333333333341,-9.467,1.6333333333333258,11.100000000000001,1.0201342281879195,0.8477157360406091,0.9872881355932204,1.0035849056603772,0.43880099916736054,-4.244679508623111,0.8625573756631315,0
2003,1390,1360,4,13,9,0.13479262672811065,2.183,-2.4205069124423915,-4.6036866359446975,0.9384288747346072,0.9322916666666666,1.0258358662613982,1.0258095162694958,1.1341463414634145,-0.009513327146402517,-1.9045374763696277,1
2003,1409,1173,13,4,-9,-0.11790878754171297,1.7749999999999995,0.7230255839822064,-1.0522803114571673,1.0243362831858407,1.0083333333333333,1.01536312849162,1.00853908061656,0.9036777583187392,0.5846089552074041,0.5793870178046188,1
2003,1451,1458,12,5,-7,0.10344827586206895,-5.000000000000001,3.4827586206896655,8.482758620689651,1.0043103448275863,0.9331476323119778,0.99055330634278,1.007333698496744,0.906003159557662,-1.2932407432589272,-4.212065601275027,0
2003,1120,1386,10,7,-3,-0.1597701149425288,-6.812,-0.5206896551724185,6.290804597701147,1.053811659192825,0.9374999999999999,0.9692532942898975,0.9770603228547153,0.778393351800554,4.023185409228171,1.3336897907008698,1
2003,1139,1280,12,5,-7,0.12758620689655176,-2.3449999999999998,-1.5804597701149419,0.7643678160919549,1.00635593220339,1.1279069767441863,1.0679468242245198,0.7568894732605254,1.3415948275862069,-4.652626775586568,1.4711573427916047,1
2003,1358,1196,15,2,-13,0.0035842293906810374,-4.707000000000001,-4.125448028673844,0.5818399044205478,0.9538784067085955,0.9158163265306122,1.0070921985815602,1.0477969485241694,0.8092909535452322,-3.3809666406047434,0.6676383970804523,0
2003,1231,1104,7,10,3,0.017857142857142905,-0.7549999999999994,1.2455357142857082,2.0,1.0166666666666666,1.0875,1.004225352112676,0.9825066666666668,1.3183315038419319,-1.1772829390138053,1.8612536500213572,1
2003,1246,1237,1,16,15,0.3125,12.594000000000001,6.28125,-6.3125,1.075055187637969,1.0171428571428571,1.0071225071225072,1.1361293489599311,1.3686087990487517,0.5568313430870493,-1.8869556436647965,1
2003,1122,1257,13,4,-9,-0.059259259259259345,-11.367,-12.129629629629619,-0.7629629629629591,0.9826086956521739,0.9694444444444444,0.992816091954023,0.9099738903394256,0.7093397745571659,1.0567013965323007,-0.7013643465690418,0
2003,1423,1268,11,6,-5,0.12142857142857144,-2.162000000000001,-9.419047619047632,-7.25714285714286,0.9956896551724138,0.9246231155778893,0.9786931818181818,0.817283950617284,0.9551904406273338,-3.8935508569557147,-2.6352177494803524,0
2003,1277,1160,7,10,3,-0.032258064516129004,0.806,-8.290322580645167,-9.096774193548384,1.018058690744921,1.1226993865030674,1.0888888888888888,0.8229294261754453,0.9790794979079499,-4.4542364059301445,1.7887759675914516,1
2003,1335,1329,11,6,-5,0.12515964240102162,4.261,1.4610472541507136,-2.7994891443167305,1.047191011235955,1.0986666666666667,1.0783410138248848,0.919638937664618,1.3676646706586826,-0.03320230847807082,1.8023764536475309,0
2003,1447,1338,15,2,-13,-0.18924731182795707,-11.669999999999998,0.9483870967741979,12.618279569892472,0.9402390438247011,1.0726256983240223,1.1462264150943395,0.9369460277633839,0.9133389974511469,1.508088162198959,4.099369332233319,0
2003,1261,1345,8,9,1,0.034562211981566726,3.8230000000000004,1.4758064516128968,-2.3467741935483843,1.1144164759725401,1.1641337386018238,0.8628495339547271,1.0375697787754379,1.3329571106094809,0.7377626275850879,0.6191951803411779,0
2003,1393,1264,3,14,11,0.03448275862068961,1.793000000000001,3.931034482758619,2.1379310344827616,1.0421286031042127,0.9455587392550144,0.881679389312977,1.1902313624678662,1.1260245901639345,5.460647234752398,-0.590968350765614,1
2003,1400,1421,1,16,15,0.3374384236453202,17.42,7.650246305418719,-9.769704433497537,1.0466200466200466,0.9694444444444444,0.9370904325032765,1.1938896411645226,1.3432835820895523,-1.6321950287624531,1.6475492735592816,1
