Season,TeamID,conf_tourney_games,conf_tourney_winpct,conf_tourney_points_ratio,days_until_tourney,conf_tourney_champion
2003,1122,3,1.0,1.0621761658031088,8,1
2003,1178,3,0.6666666666666666,1.1379310344827587,8,0
2003,1251,2,0.5,0.9913793103448276,9,0
2003,1260,2,0.5,0.9870967741935484,9,0
2003,1287,2,0.5,0.9418604651162791,9,0
2003,1293,2,0.5,1.0655737704918034,9,0
2003,1347,3,0.6666666666666666,0.9597989949748744,8,0
2003,1399,3,0.6666666666666666,1.1275510204081634,8,0
2003,1421,3,1.0,1.0783410138248848,8,1
2003,1457,2,0.5,1.103448275862069,9,0
2003,1464,2,0.5,0.8857142857142857,9,0
2003,1111,2,0.5,0.8695652173913043,10,0
2003,1204,2,0.5,0.9594594594594594,10,0
2003,1440,3,0.6666666666666666,0.9637305699481865,9,0
2003,1459,2,0.5,0.9934640522875817,10,0
2003,1151,3,0.6666666666666666,1.1936936936936937,8,0
2003,1158,2,0.5,1.0427350427350428,9,0
2003,1190,3,1.0,1.0954545454545455,8,1
2003,1209,2,0.5,1.062015503875969,9,0
2003,1273,2,0.5,0.9705882352941176,9,0
2003,1407,3,1.0,1.201086956521739,8,1
2003,1416,3,0.6666666666666666,1.1368421052631579,8,0
2003,1114,2,0.5,0.8940397350993378,7,0
2003,1176,3,0.6666666666666666,0.9383259911894273,6,0
2003,1198,2,0.5,1.0517241379310345,8,0
2003,1220,2,0.5,0.9285714285714286,8,0
2003,1227,2,0.5,1.1343283582089552,8,0
2003,1229,2,0.5,0.9197080291970803,8,0
2003,1232,2,0.5,1.0,8,0
2003,1233,2,0.5,1.1416666666666666,8,0
2003,1241,2,0.5,0.9328358208955224,8,0
2003,1258,2,0.5,0.9097744360902256,8,0
2003,1265,2,0.5,1.0300751879699248,8,0
2003,1388,3,0.6666666666666666,0.9846153846153847,7,0
2003,1389,2,0.5,0.9716312056737588,8,0
2003,1110,3,0.6666666666666666,1.141304347826087,2,0
2003,1137,2,0.5,0.8360655737704918,7,0
2003,1139,2,0.5,0.8870967741935484,5,0
2003,1166,3,1.0,1.143646408839779,6,1
2003,1170,2,0.5,0.9426751592356688,5,0
2003,1174,2,0.5,0.9910714285714286,7,0
2003,1180,3,0.6666666666666666,1.0164835164835164,6,0
2003,1192,2,0.5,0.8992805755395683,7,0
2003,1193,3,0.6666666666666666,0.984375,6,0
2003,1221,3,1.0,1.3311688311688312,2,1
2003,1226,2,0.5,1.0133333333333334,5,0
2003,1248,2,0.5,0.96,7,0
2003,1283,2,0.5,1.0434782608695652,7,0
2003,1310,2,0.5,1.0318471337579618,7,0
2003,1346,2,0.5,1.0932203389830508,7,0
2003,1356,3,0.6666666666666666,0.9848484848484849,6,0
2003,1362,2,0.5,1.0390625,7,0
2003,1373,2,0.5,0.9851851851851852,7,0
2003,1383,3,0.6666666666666666,1.0693069306930694,4,0
2003,1423,3,1.0,1.244047619047619,6,1
2003,1433,2,0.5,1.1565217391304348,7,0
2003,1443,3,1.0,1.2456140350877194,5,1
2003,1447,3,1.0,1.2541436464088398,4,1
2003,1454,2,1.0,1.152,5,1
2003,1455,2,0.5,1.0220588235294117,7,0
2003,1131,3,0.6666666666666666,1.1292134831460674,1,0
2003,1211,2,0.5,1.096774193548387,6,0
2003,1216,2,0.5,0.9649122807017544,6,0
2003,1237,3,1.0,1.1703296703296704,5,1
2003,1264,2,1.0,1.1185185185185185,6,1
2003,1282,2,0.5,0.875,6,0
2003,1292,3,0.6666666666666666,1.078125,5,0
2003,1308,2,0.5,0.9856115107913669,6,0
2003,1318,2,0.5,0.9496402877697842,6,0
2003,1360,2,1.0,1.1428571428571428,6,1
2003,1381,2,0.5,1.047244094488189,6,0
2003,1434,3,0.6666666666666666,1.2191011235955056,5,0
2003,1436,3,1.0,1.2142857142857142,1,1
2003,1132,2,0.5,0.9523809523809523,3,0
2003,1203,2,0.5,1.0394736842105263,3,0
2003,1224,3,0.6666666666666666,0.9806763285024155,2,0
2003,1247,2,0.5,0.9384615384615385,3,0
2003,1267,2,0.5,0.9090909090909091,3,0
2003,1270,2,0.5,1.0381679389312977,4,0
2003,1296,3,0.6666666666666666,1.0316742081447965,2,0
2003,1313,2,0.5,1.1596638655462186,3,0
2003,1325,3,0.6666666666666666,1.0439024390243903,2,0
2003,1348,2,0.5,0.8979591836734694,3,0
2003,1402,2,0.5,1.0,4,0
2003,1444,2,0.5,1.014388489208633,3,0
2003,1108,3,0.6666666666666666,1.0051020408163265,1,0
2003,1126,2,0.5,0.9943820224719101,4,0
2003,1186,2,0.5,1.047244094488189,4,0
2003,1290,2,0.5,1.0728476821192052,2,0
2003,1341,2,0.5,0.9523809523809523,2,0
2003,1411,3,1.0,1.058252427184466,1,1
2003,1431,2,0.5,0.8260869565217391,3,0
2003,1451,2,1.0,1.2136752136752136,4,1
2003,1207,2,0.5,1.0,3,0
2003,1344,2,0.5,1.1282051282051282,3,0
2003,1354,3,1.0,1.0631067961165048,1,1
2003,1358,2,1.0,1.0725806451612903,2,1
2003,1371,2,0.5,1.0148148148148148,3,0
2003,1372,2,0.5,1.047244094488189,2,0
2003,1378,2,0.5,0.9705882352941176,3,0
2003,1379,2,0.5,0.9153846153846154,3,0
2003,1385,2,0.5,0.9753086419753086,3,0
2003,1408,2,0.5,1.044776119402985,3,0
2003,1412,4,0.75,1.0957446808510638,1,0
2003,1130,2,0.5,0.9558823529411765,2,0
2003,1140,2,0.5,1.0633802816901408,2,0
2003,1141,3,1.0,1.2344497607655502,1,1
2003,1142,3,0.6666666666666666,1.10062893081761,1,0
2003,1143,2,0.5,1.048,2,0
2003,1160,2,0.5,0.9066666666666666,2,0
2003,1161,3,1.0,1.0471698113207548,1,1
2003,1163,3,0.6666666666666666,1.037914691943128,1,0
2003,1173,3,1.0,1.1336633663366336,1,1
2003,1197,2,0.5,0.968,2,0
2003,1199,2,0.5,1.023076923076923,2,0
2003,1214,3,0.6666666666666666,1.0303030303030303,1,0
2003,1218,2,0.5,0.9291338582677166,2,0
2003,1231,3,0.6666666666666666,1.1910112359550562,1,0
2003,1235,2,0.5,1.0754716981132075,2,0
2003,1245,3,0.6666666666666666,1.0735294117647058,1,0
2003,1257,3,1.0,1.1095890410958904,1,1
2003,1261,3,0.6666666666666666,1.0932642487046633,1,0
2003,1272,2,0.5,1.0223880597014925,2,0
2003,1279,2,0.5,0.9767441860465116,2,0
2003,1281,4,0.75,1.0606060606060606,0,0
2003,1305,3,0.6666666666666666,1.0483091787439613,1,0
2003,1321,2,0.5,0.8924050632911392,2,0
2003,1326,4,0.75,0.9916666666666667,0,0
2003,1332,3,1.0,1.045045045045045,1,1
2003,1338,3,1.0,1.2392638036809815,1,1
2003,1364,2,0.5,0.9459459459459459,2,0
2003,1374,2,0.5,0.9424460431654677,2,0
2003,1386,2,0.5,1.1370967741935485,2,0
2003,1387,2,0.5,1.1008403361344539,2,0
2003,1393,2,0.5,0.9463087248322147,2,0
2003,1396,3,0.6666666666666666,1.0691489361702127,1,0
2003,1403,3,0.6666666666666666,1.0328638497652582,1,0
2003,1409,3,1.0,1.3293413173652695,1,1
2003,1414,2,0.5,0.9920634920634921,2,0
2003,1417,2,0.5,1.0365853658536586,2,0
2003,1424,3,0.6666666666666666,1.223529411764706,1,0
2003,1425,3,0.6666666666666666,1.0666666666666667,1,0
2003,1428,2,0.5,0.8137254901960784,2,0
2003,1429,3,1.0,1.0833333333333333,1,1
2003,1435,2,0.5,0.9666666666666667,2,0
2003,1462,2,0.5,0.9926470588235294,2,0
2003,1120,2,0.5,0.9465648854961832,1,0
2003,1181,3,1.0,1.1203703703703705,0,1
2003,1228,3,1.0,1.219387755102041,0,1
2003,1242,2,0.5,1.0704225352112675,1,0
2003,1246,3,1.0,1.252808988764045,0,1
2003,1277,2,0.5,1.1134020618556701,1,0
2003,1280,3,0.6666666666666666,1.08994708994709,0,0
2003,1301,3,0.6666666666666666,1.0129310344827587,0,0
2003,1314,2,0.5,1.0,1,0
2003,1328,3,1.0,1.144578313253012,0,1
2003,1448,2,0.5,1.027027027027027,1,0
2003,1184,1,0.0,0.963855421686747,12,0
2003,1460,1,0.0,0.782051282051282,12,0
2003,1157,1,0.0,0.9682539682539683,12,0
2003,1156,1,0.0,0.8260869565217391,12,0
2003,1369,1,0.0,0.9230769230769231,12,0
2003,1183,1,0.0,0.8513513513513513,12,0
2003,1149,1,0.0,0.9538461538461539,12,0
2003,1404,1,0.0,0.8157894736842105,12,0
2003,1189,1,0.0,0.9705882352941176,12,0
2003,1219,1,0.0,0.8,12,0
2003,1453,1,0.0,0.9384615384615385,12,0
2003,1154,1,0.0,0.863013698630137,11,0
2003,1441,1,0.0,0.9101123595505618,11,0
2003,1202,1,0.0,0.9032258064516129,11,0
2003,1422,1,0.0,0.948051948051948,11,0
2003,1125,1,0.0,0.7631578947368421,10,0
2003,1239,1,0.0,0.7808219178082192,10,0
2003,1359,1,0.0,0.7714285714285715,10,0
2003,1240,1,0.0,0.75,10,0
2003,1172,1,0.0,0.9090909090909091,10,0
2003,1317,1,0.0,0.9864864864864865,9,0
2003,1117,1,0.0,0.926829268292683,9,0
2003,1309,1,0.0,0.7258064516129032,9,0
2003,1456,1,0.0,0.8648648648648649,9,0
2003,1179,1,0.0,0.9841269841269841,9,0
2003,1320,1,0.0,0.9836065573770492,9,0
2003,1259,1,0.0,0.6290322580645161,9,0
2003,1406,1,0.0,0.8472222222222222,9,0
2003,1339,1,0.0,0.9692307692307692,9,0
2003,1145,1,0.0,0.9130434782608695,9,0
2003,1365,1,0.0,0.7846153846153846,9,0
2003,1351,1,0.0,0.948051948051948,9,0
2003,1298,1,0.0,0.7916666666666666,8,0
2003,1250,1,0.0,0.9038461538461539,8,0
2003,1285,1,0.0,0.8522727272727273,8,0
2003,1206,1,0.0,0.8032786885245902,8,0
2003,1418,1,0.0,0.9444444444444444,8,0
2003,1330,1,0.0,0.8524590163934426,8,0
2003,1284,1,0.0,0.8095238095238095,8,0
2003,1119,1,0.0,0.6896551724137931,8,0
2003,1319,1,0.0,0.8705882352941177,8,0
2003,1159,1,0.0,0.8539325842696629,8,0
2003,1191,1,0.0,0.7846153846153846,8,0
2003,1384,1,0.0,0.76,8,0
2003,1148,1,0.0,0.9253731343283582,8,0
2003,1337,1,0.0,0.9466666666666667,8,0
2003,1254,1,0.0,0.75,8,0
2003,1133,1,0.0,0.9428571428571428,8,0
2003,1306,1,0.0,0.8133333333333334,7,0
2003,1392,1,0.0,0.7966101694915254,7,0
2003,1442,1,0.0,0.68,7,0
2003,1331,1,0.0,0.9605263157894737,7,0
2003,1375,1,0.0,0.9583333333333334,7,0
2003,1263,1,0.0,0.9577464788732394,7,0
2003,1324,1,0.0,0.8333333333333334,7,0
2003,1152,1,0.0,0.7560975609756098,7,0
2003,1107,1,0.0,0.7654320987654321,7,0
2003,1123,1,0.0,0.9,6,0
2003,1269,1,0.0,0.8705882352941177,6,0
2003,1271,1,0.0,0.971830985915493,6,0
2003,1200,1,0.0,0.8378378378378378,6,0
2003,1185,1,0.0,0.9036144578313253,6,0
2003,1426,1,0.0,0.8589743589743589,6,0
2003,1138,1,0.0,0.7901234567901234,6,0
2003,1299,1,0.0,0.7236842105263158,6,0
2003,1103,1,0.0,0.9746835443037974,6,0
2003,1182,1,0.0,0.9733333333333334,6,0
2003,1419,1,0.0,0.9042553191489362,6,0
2003,1405,1,0.0,0.8205128205128205,6,0
2003,1106,1,0.0,0.9482758620689655,5,0
2003,1288,1,0.0,0.9903846153846154,5,0
2003,1212,1,0.0,0.8666666666666667,5,0
2003,1380,1,0.0,0.9821428571428571,5,0
2003,1238,1,0.0,0.9705882352941176,5,0
2003,1363,1,0.0,0.9302325581395349,5,0
2003,1437,1,0.0,0.8913043478260869,4,0
2003,1175,1,0.0,0.9558823529411765,4,0
2003,1452,1,0.0,0.684931506849315,4,0
2003,1274,1,0.0,0.7761194029850746,4,0
2003,1177,1,0.0,0.9736842105263158,4,0
2003,1153,1,0.0,0.9682539682539683,4,0
2003,1323,1,0.0,0.963855421686747,4,0
2003,1222,1,0.0,0.7027027027027027,4,0
2003,1150,1,0.0,0.7176470588235294,4,0
2003,1307,1,0.0,0.7887323943661971,3,0
2003,1225,1,0.0,0.9259259259259259,3,0
2003,1333,1,0.0,0.6666666666666666,3,0
2003,1243,1,0.0,0.987012987012987,3,0
2003,1461,1,0.0,0.9594594594594594,3,0
2003,1164,1,0.0,0.9636363636363636,3,0
2003,1155,1,0.0,0.8472222222222222,3,0
2003,1349,1,0.0,0.9838709677419355,3,0
2003,1336,1,0.0,0.6363636363636364,3,0
2003,1401,1,0.0,0.7216494845360825,3,0
2003,1116,1,0.0,0.6588235294117647,3,0
2003,1376,1,0.0,0.9032258064516129,3,0
2003,1304,1,0.0,0.8714285714285714,3,0
2003,1256,1,0.0,0.9166666666666666,3,0
2003,1278,1,0.0,0.8421052631578947,3,0
2003,1275,1,0.0,0.8461538461538461,3,0
2003,1234,1,0.0,0.9696969696969697,3,0
2003,1113,1,0.0,0.9879518072289156,3,0
2003,1334,1,0.0,0.8301886792452831,3,0
2003,1129,1,0.0,0.8923076923076924,3,0
2003,1350,1,0.0,0.7878787878787878,3,0
2003,1124,1,0.0,0.9558823529411765,3,0
2003,1266,1,0.0,0.9156626506024096,3,0
2003,1169,1,0.0,0.9142857142857143,3,0
2003,1112,1,0.0,0.9270833333333334,3,0
2003,1361,1,0.0,0.8072289156626506,3,0
2003,1390,1,0.0,0.9367088607594937,3,0
2003,1102,1,0.0,0.9047619047619048,3,0
2003,1168,1,0.0,0.9325842696629213,3,0
2003,1104,1,0.0,0.8414634146341463,3,0
2003,1397,1,0.0,0.803030303030303,2,0
2003,1438,1,0.0,0.9156626506024096,2,0
2003,1276,1,0.0,0.8888888888888888,2,0
2003,1196,1,0.0,0.9384615384615385,2,0
2003,1345,1,0.0,0.7777777777777778,2,0
2003,1329,1,0.0,0.9666666666666667,2,0
2003,1210,1,0.0,0.9154929577464789,2,0
2003,1268,1,0.0,0.8571428571428571,2,0
2003,1458,1,0.0,0.8620689655172413,2,0
2003,1400,1,0.0,0.8804347826086957,2,0
2004,1122,3,0.6666666666666666,1.0154639175257731,8,0
2004,1139,3,0.6666666666666666,1.255813953488372,8,0
2004,1157,2,0.5,0.9333333333333333,10,0
2004,1178,3,0.6666666666666666,1.1543624161073827,8,0
2004,1184,2,0.5,1.1219512195121952,9,0
2004,1219,3,0.6666666666666666,1.0055248618784531,8,0
2004,1251,3,1.0,1.3859649122807018,8,1
2004,1260,2,0.5,1.1008403361344539,9,0
2004,1287,2,0.5,0.9506172839506173,9,0
2004,1293,3,1.0,1.2173913043478262,8,1
2004,1421,2,0.5,0.8990825688073395,10,0
2004,1158,2,0.5,0.9933333333333333,10,0
2004,1189,2,0.5,1.0241935483870968,10,0
2004,1202,2,0.5,0.9691358024691358,10,0
2004,1459,2,0.5,0.9390243902439024,10,0
2004,1125,2,0.5,1.047244094488189,9,0
2004,1151,3,0.6666666666666666,0.9917695473251029,8,0
2004,1172,2,0.5,0.9681528662420382,9,0
2004,1190,3,1.0,1.1652173913043478,8,1
2004,1204,2,0.5,1.0628930817610063,9,0
2004,1209,2,0.5,1.0636363636363637,9,0
2004,1407,3,0.6666666666666666,0.9950980392156863,8,0
2004,1416,3,1.0,1.0833333333333333,8,1
2004,1191,2,0.5,0.8552631578947368,8,0
2004,1229,2,0.5,1.0483870967741935,8,0
2004,1233,2,0.5,0.9302325581395349,8,0
2004,1258,2,0.5,0.9612903225806452,8,0
2004,1306,2,0.5,0.96875,8,0
2004,1351,2,0.5,0.9863013698630136,8,0
2004,1365,3,0.6666666666666666,1.2096774193548387,7,0
2004,1373,3,0.6666666666666666,1.0339805825242718,7,0
2004,1392,3,0.6666666666666666,0.9282051282051282,7,0
2004,1406,2,0.5,0.9848484848484849,8,0
2004,1423,3,0.6666666666666666,1.0114942528735633,7,0
2004,1110,3,0.6666666666666666,1.154320987654321,0,0
2004,1114,2,0.5,0.9367088607594937,6,0
2004,1137,2,0.5,0.925,7,0
2004,1148,3,0.6666666666666666,1.0192307692307692,4,0
2004,1159,2,0.5,0.9312977099236641,7,0
2004,1192,2,0.5,0.993006993006993,7,0
2004,1206,3,0.6666666666666666,1.111731843575419,6,0
2004,1216,2,0.5,0.9407407407407408,7,0
2004,1226,2,0.5,0.8902439024390244,5,0
2004,1227,2,1.0,1.1016949152542372,5,1
2004,1250,3,1.0,1.117283950617284,0,1
2004,1263,3,0.6666666666666666,1.0344827586206897,1,0
2004,1283,3,0.6666666666666666,1.043859649122807,6,0
2004,1284,3,1.0,1.269736842105263,4,1
2004,1310,3,0.6666666666666666,1.0789473684210527,6,0
2004,1320,3,1.0,1.141304347826087,6,1
2004,1330,2,0.5,0.9802631578947368,7,0
2004,1337,2,0.5,1.0410958904109588,7,0
2004,1352,2,0.5,0.9809523809523809,7,0
2004,1356,2,0.5,1.1360544217687074,7,0
2004,1389,2,0.5,0.993421052631579,7,0
2004,1418,3,1.0,1.2142857142857142,5,1
2004,1433,3,1.0,1.138121546961326,6,1
2004,1436,3,1.0,1.2649006622516556,1,1
2004,1451,2,0.5,0.9029850746268657,5,0
2004,1454,2,0.5,1.0434782608695652,5,0
2004,1455,2,0.5,0.9916666666666667,7,0
2004,1152,2,0.5,0.9590163934426229,6,0
2004,1211,2,1.0,1.105263157894737,6,1
2004,1237,3,0.6666666666666666,1.164835164835165,5,0
2004,1264,2,1.0,1.0902255639097744,6,1
2004,1282,2,0.5,1.0061349693251533,6,0
2004,1292,2,0.5,1.0757575757575757,6,0
2004,1309,3,0.6666666666666666,1.0361990950226245,5,0
2004,1388,2,0.5,0.9493670886075949,6,0
2004,1434,3,1.0,1.1226415094339623,5,1
2004,1123,2,0.5,0.9930555555555556,3,0
2004,1132,2,0.5,0.9172932330827067,3,0
2004,1138,2,0.5,1.0294117647058822,3,0
2004,1267,2,0.5,0.9032258064516129,3,0
2004,1288,2,0.5,0.984251968503937,4,0
2004,1313,2,0.5,1.0272727272727273,3,0
